Target,Candidate,Source,Reason,Path
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 22,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'22'},"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 22,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 22,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 22,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 22,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 23,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 23,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 23,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 23,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 23,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 24,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 24,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 24,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 24,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 24,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 25,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 25,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 25,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 25,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 25,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Andante (Op.44).gp3.tokens.txt",DadaGP,Num:{'3'},"S/Sor, Fernando/Sor, Fernando - Andante (Op.44).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,"Num:{'3', '60'}","S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Num:{'3'},"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Num:{'3'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Num:{'3'},"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Num:{'3'},"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Num:{'3'},"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 3,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Encouragement Cantabile Op.34.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Encouragement Cantabile Op.34.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Etude No 9, Opus 31.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Etude No 9, Opus 31.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,"Num:{'4', '60'}","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,"Num:{'4', '60'}","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,"Num:{'4', '60'}","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,"Num:{'4', '60'}","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Sonate In C (Op.15B).gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Sonate In C (Op.15B).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 4,"S/Sor, Fernando/Sor, Fernando - Variations in Tremolo, From Op.21.gp4.tokens.txt",DadaGP,Num:{'4'},"S/Sor, Fernando/Sor, Fernando - Variations in Tremolo, From Op.21.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 5,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,"Num:{'5', '60'}","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Num:{'6'},"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Etude N-6 En Re Majeur.gp4.tokens.txt",DadaGP,Num:{'6'},"S/Sor, Fernando/Sor, Fernando - Etude N-6 En Re Majeur.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 6,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,"Num:{'6', '60'}","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 7,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 7,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 7,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 7,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 7,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 8,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 8,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 8,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 8,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 8,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Andantino (op.60).gp3.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Etude No 9, Opus 31.gp4.tokens.txt",DadaGP,Num:{'9'},"S/Sor, Fernando/Sor, Fernando - Etude No 9, Opus 31.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'9'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
Fernando Sor - Einleitende Etuden (Introductory Studies); Op. 60 no. 9,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Num:{'60'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
Roland Dyens - Eloge De Leo Brouwer: 5.  Interlude,Bachianas Brasileras No.5,GAPS,Num,Ny1wc
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Num:{'1'},"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Nr.1 (Six Valses).gp4.tokens.txt",DadaGP,Num:{'1'},"S/Sor, Fernando/Sor, Fernando - Nr.1 (Six Valses).gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Num:{'1'},"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
Fernando Sor - Estudio 1,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Num:{'1'},"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
