validated,Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,arpeggio_density,avg_string_jump,max_string_jump,special_technique_ratio,avg_polyphony,total_notes,tempo_bpm,log_total_notes,avg_fret,p90_fret,high_position_ratio,open_string_ratio,p90_chord_stretch,chord_ratio,avg_string_span,unique_shape_rate,shift_rate,max_position_shift,std_position_shift,fret_entropy,string_entropy,repetition_ratio,max_avg_chord_stretch_window,p95_position_shift_window,max_note_density_window,avg_stretch_velocity_beats,p90_stretch_velocity_beats,avg_position_shift_speed_beats,max_position_shift_speed_beats,polyphonic_arpeggio_intensity_beats,has_rhythm,m21_DiminishedSeventhSimultaneityPrevalence,m21_DiminishedTriadSimultaneityPrevalence,m21_DominantSeventhSimultaneityPrevalence,m21_IncorrectlySpelledTriadPrevalence,m21_MajorTriadSimultaneityPrevalence,m21_MinorTriadSimultaneityPrevalence,m21_MostCommonNoteQuarterLength,m21_MostCommonNoteQuarterLengthPrevalence,m21_MostCommonPitchClassSetSimultaneityPrevalence,m21_MostCommonSetClassSimultaneityPrevalence,m21_Quality,m21_RangeOfNoteQuarterLengths,m21_TonalCertainty,m21_TriadSimultaneityPrevalence,m21_UniqueNoteQuarterLengths,m21_UniquePitchClassSetSimultaneities,m21_UniqueSetClassSimultaneities
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 1,Fernando Sor,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 1 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 1 by Fernando Sor.musicxml,,0.0,0.0,0,1.6436781609195403,0.8225806451612904,0.6666666666666666,0.9827586206896552,5,0.0,1.0677966101694916,63,150.0,4.158883083359672,1.1746031746031746,3.0,0.0,0.4444444444444444,0.0,0.0338983050847457,2.0,1.0,0.3103448275862069,3.0,1.0299389353723118,1.8300263952353129,2.268881474994745,0.0,0.0,3.0,1.125,0.0,0.0,1.6178160919540232,3.0,1.1028063350930817,True,0.0,0.0,0.0,0.0,0.0338983050847457,0.0,1.0,0.9491525423728814,0.2711864406779661,0.9661016949152542,0.0,1.0,1.521435923227085,0.0338983050847457,2.0,10.0,2.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 10,Fernando Sor,2,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 10 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 10 by Fernando Sor.musicxml,,0.0,0.0,0,1.5304347826086957,0.7983193277310925,0.8715596330275229,1.7826086956521738,5,0.0,1.0344827586206895,120,120.0,4.795790545596741,1.2583333333333333,3.0,0.0,0.4166666666666667,0.0,0.0258620689655172,3.333333333333333,1.0,0.2521739130434782,3.0,1.0514729968658236,1.874237731705636,2.4413253927799228,0.0260869565217391,0.0,3.0,2.125,0.0,0.0,2.869565217391304,6.0,1.9704433497536944,True,0.0,0.0,0.0,,0.0086206896551724,0.0086206896551724,0.5,0.896551724137931,0.2844827586206896,0.9741379310344828,0.0,0.5,1.5120493047278554,0.0,2.0,12.0,4.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 11,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 11 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 11 by Fernando Sor.musicxml,,0.0,0.5,1,1.4941176470588236,0.7687861271676301,0.891566265060241,1.2058823529411764,3,0.0,1.0175438596491229,174,120.0,5.1647859739235145,1.3218390804597702,3.0,0.0,0.4540229885057471,0.9,0.0116959064327485,2.0,1.0,0.2117647058823529,5.0,1.2150868224777889,2.0758492839960163,1.9216272485431825,0.0,1.0,4.0,2.0,0.3333333333333333,0.6,2.909803921568628,10.0,1.873572820941242,True,0.0,0.0,0.0,,0.0116959064327485,0.0,0.5,0.9415204678362572,0.3508771929824561,0.9883040935672516,0.0,1.0,1.3159199935590942,0.0,3.0,12.0,2.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 13,Fernando Sor,3,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 13 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 13 by Fernando Sor.musicxml,,0.0,0.5740740740740741,2,1.4928315412186377,0.5297619047619048,0.6,0.5806451612903226,2,0.0,1.797872340425532,169,100.0,5.135798437050262,1.2958579881656804,3.0,0.0,0.4023668639053254,1.0,0.7340425531914894,2.217391304347826,0.2898550724637681,0.2150537634408602,3.0,0.8658232656934919,1.9009487242769672,2.257810367393154,0.021505376344086,1.5,3.0,3.875,1.1320754716981132,2.0,2.980286738351254,6.0,6.464689904934359,True,0.0,0.0,0.0,0.0,0.4042553191489361,0.2872340425531915,0.5,0.9893617021276596,0.2127659574468085,0.3617021276595745,0.0,0.5,1.543082287308034,0.0425531914893617,2.0,18.0,6.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 14,Fernando Sor,3,3,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 14 in E Minor by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 14 in E Minor by Fernando Sor.musicxml,,0.0,0.7352941176470589,9,1.3015873015873016,0.4758620689655172,0.6666666666666666,0.5952380952380952,4,0.0,1.7176470588235293,146,120.0,4.990432586778736,1.1164383561643836,3.0,0.0068493150684931,0.4726027397260274,1.6999999999999993,0.5176470588235295,2.340909090909091,0.6818181818181818,0.1428571428571428,4.333333333333333,1.0097003689070465,1.9191332697627403,2.4318571053523894,0.0119047619047619,4.5,4.25,2.75,0.7647058823529411,2.0,1.8538359788359788,10.0,3.4352941176470586,True,0.0,0.0,0.0,0.0909090909090909,0.1764705882352941,0.2588235294117647,1.0,0.6705882352941176,0.1529411764705882,0.4823529411764706,1.0,1.75,1.0447358395428052,0.1176470588235294,5.0,27.0,7.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 15,Fernando Sor,3,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 15 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 15 by Fernando Sor.musicxml,,0.0,0.7142857142857143,5,1.3010752688172045,0.625,0.8787878787878788,1.2903225806451613,4,0.0,1.202127659574468,113,120.0,4.736198448394496,1.5575221238938053,4.0,0.0088495575221238,0.336283185840708,1.0,0.1489361702127659,1.6428571428571428,0.5714285714285714,0.064516129032258,5.5,1.0623507174673077,2.0223089163294614,2.4240750519843184,0.032258064516129,5.0,4.224999999999998,2.125,0.5641025641025641,1.7333333333333345,2.193548387096774,8.0,1.9268145465519844,True,0.0,0.0,0.0,0.0,0.0638297872340425,0.0319148936170212,0.5,0.7340425531914894,0.2127659574468085,0.8617021276595744,0.0,1.0,1.365235121189941,0.0106382978723404,3.0,15.0,6.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 16,Fernando Sor,6,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 16 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 16 by Fernando Sor.musicxml,,0.0,0.7941176470588235,3,1.568870523415978,0.5495750708215298,0.4545454545454545,0.7024793388429752,4,0.0,1.4567901234567902,354,70.0,5.872117789475416,1.6412429378531073,4.0,0.0028248587570621,0.403954802259887,2.0,0.3703703703703703,1.7333333333333334,0.4111111111111111,0.2975206611570248,5.0,1.2197053305731889,2.217458646593757,2.2625251012273413,0.0950413223140495,1.125,4.166666666666666,4.0,1.6176470588235294,4.0,4.421487603305785,48.0,4.733941055226196,True,0.0,0.0258620689655172,0.0,0.0,0.1767241379310344,0.1163793103448275,0.5,0.8103448275862069,0.2241379310344827,0.625,0.0,0.9375,1.235820564144474,0.0344827586206896,5.0,33.0,10.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 17,Fernando Sor,4,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 17 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 17 by Fernando Sor.musicxml,,0.0,0.0,0,1.4883720930232558,0.8009259259259259,0.976525821596244,2.2232558139534886,5,0.0,1.0046296296296295,217,110.0,5.384495062789089,1.3225806451612905,3.0,0.0,0.3686635944700461,0.0,0.0046296296296296,1.0,1.0,0.2325581395348837,3.0,1.0526178445490373,1.9784979446983144,2.458687899630112,0.0,0.0,3.0,4.0,0.0,0.0,5.869767441860465,12.0,3.9637205387205374,True,0.0,0.0,0.0,,0.0,0.0,0.25,0.9814814814814816,0.2407407407407407,1.0,0.0,0.75,1.5160421432203257,0.0,3.0,9.0,1.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 18,Fernando Sor,4,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 18 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 18 by Fernando Sor.musicxml,,0.0,0.5769230769230769,2,1.176079734219269,0.673352435530086,0.9882352941176472,1.4318936877076411,4,0.0,1.1589403973509933,350,108.0,5.860786223465865,1.4142857142857144,3.0,0.0,0.2771428571428571,1.5,0.086092715231788,3.5384615384615383,0.3846153846153846,0.1196013289036544,4.0,0.9505365520173756,2.0937075127112688,2.3794643540114286,0.0066445182724252,2.0,3.0,3.375,0.7307692307692307,1.0,3.801079734219269,12.0,3.1444119307972684,True,0.0,0.0,0.0,0.0,0.0333333333333333,0.01,0.25,0.7566666666666667,0.18,0.92,1.0,3.75,1.0400193315190132,0.0233333333333333,6.0,21.0,7.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 19,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 19 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 19 by Fernando Sor.musicxml,,0.0,0.8333333333333334,4,1.4014675052410903,0.4953271028037383,0.234375,0.710691823899371,2,0.0,1.34375,215,120.0,5.375278407684165,1.1255813953488372,3.0,0.0046511627906976,0.5581395348837209,1.8999999999999984,0.30625,1.9387755102040816,0.4489795918367347,0.2830188679245283,5.0,1.3822542375576128,1.9624825376466328,2.1863267381912044,0.270440251572327,1.8571428571428568,5.0,2.875,1.6666666666666667,3.799999999999997,2.8029350104821806,10.0,3.5888975155279503,True,0.0,0.01875,0.0,0.0,0.10625,0.175,0.5,0.99375,0.4375,0.69375,0.0,1.0,1.2517445365554414,0.01875,2.0,19.0,5.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 2,Fernando Sor,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 2 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 2 by Fernando Sor.musicxml,,0.0,0.75,2,1.5078125,0.7985074626865671,0.5702479338842975,0.75,3,0.0,1.0465116279069768,135,150.0,4.912654885736052,1.162962962962963,3.0,0.0,0.4074074074074074,1.7000000000000002,0.0465116279069767,2.333333333333333,1.0,0.203125,3.0,0.9921259823448584,1.827846426386988,1.8110328528713773,0.0390625,2.0,3.0,1.375,0.3333333333333333,0.8,1.91015625,6.0,1.2075134168157424,True,0.0,0.0,0.0,,0.0232558139534883,0.0155038759689922,1.0,0.6821705426356589,0.2015503875968992,0.9612403100775194,0.0,1.5,1.32840725216946,0.0,3.0,14.0,3.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 20,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 20 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 20 by Fernando Sor.musicxml,,0.0,0.0,0,5.22911051212938,0.7762803234501348,0.692722371967655,0.935309973045822,3,0.0,1.0,372,80.0,5.921578419643816,4.693548387096774,22.0,0.1451612903225806,0.282258064516129,0.0,0.0,0.0,0.0,0.4824797843665768,22.0,7.253500986923616,2.2957455207979005,1.796362936857166,0.1590296495956873,0.0,22.0,3.8125,0.0,0.0,16.22911051212938,88.0,3.1,True,0.0,0.0,0.0,,0.0,0.0,0.25,0.8735955056179775,0.2752808988764045,1.0,1.0,0.75,0.9028943725481184,0.0,4.0,12.0,1.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 21,Fernando Sor,8,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 21 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 21 by Fernando Sor.musicxml,,0.0,1.32,11,1.566137566137566,0.4906367041198501,0.2790697674418604,0.6349206349206349,2,0.0,1.4105263157894736,268,120.0,5.594711379601839,1.2761194029850746,3.0,0.0149253731343283,0.5111940298507462,2.0,0.2736842105263158,2.25,0.5,0.2539682539682539,6.5,1.5908338123710175,2.022701271030641,2.0971731359837045,0.2751322751322751,4.0,6.5,3.3125,2.586666666666667,4.0,3.1252204585537915,13.0,3.958335629650041,True,0.0,0.0,0.0,0.0,0.1421052631578947,0.0736842105263157,0.5,0.9947368421052633,0.5894736842105263,0.7368421052631579,0.0,1.0,1.1498223953782896,0.0210526315789473,2.0,28.0,9.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 23,Fernando Sor,8,4,VI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 23 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 23 by Fernando Sor.musicxml,,0.0,1.0,2,2.4038461538461537,0.675531914893617,0.9130434782608696,1.5,5,0.0,1.2038216560509554,189,90.0,5.247024072160486,2.417989417989418,7.0,0.1164021164021164,0.4021164021164021,2.0,0.2038216560509554,2.53125,0.53125,0.4038461538461538,10.0,2.264635721410915,2.763312952781562,2.162215348393638,0.0512820512820512,1.2352941176470589,8.649999999999997,5.125,4.0,8.0,9.57051282051282,40.0,5.112860516710799,True,0.0,0.0,0.0,,0.0718954248366013,0.0915032679738562,0.25,0.9281045751633988,0.2745098039215686,0.8104575163398693,0.0,2.0,0.8992966991451473,0.0,4.0,22.0,4.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 24,Fernando Sor,5,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 24 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 24 by Fernando Sor.musicxml,,0.0,1.3902439024390243,6,1.7601246105919002,0.6863468634686347,0.9370629370629372,1.0934579439252337,4,0.0,1.2651162790697674,272,100.0,5.60947179518496,1.8602941176470589,3.0,0.0110294117647058,0.2610294117647059,3.0,0.2093023255813953,2.355555555555556,0.4888888888888889,0.2336448598130841,5.5,1.2328106937784171,2.333385202024753,2.090953011657619,0.014018691588785,3.0,5.0,2.75,1.3902439024390243,3.0,5.034657320872274,16.0,3.1001047559187094,True,0.0,0.0093023255813953,0.0,0.0,0.0511627906976744,0.0837209302325581,0.25,0.6604651162790698,0.2325581395348837,0.8093023255813954,1.0,1.75,1.3332895117962946,0.027906976744186,4.0,22.0,9.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 25,Fernando Sor,7,5,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 25 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 25 by Fernando Sor.musicxml,,0.0091743119266055,0.6829268292682927,3,1.8410493827160497,0.4467005076142132,0.4791666666666667,0.3981481481481481,2,0.0,1.81651376146789,198,60.0,5.293304824724492,1.5454545454545454,4.0,0.0101010101010101,0.4494949494949495,2.0,0.3761467889908257,3.2195121951219514,0.4634146341463415,0.3055555555555556,6.5,1.3431131033017791,2.076941173767349,2.479928910810369,0.1018518518518518,1.1,4.3666666666666645,4.8125,1.7154471544715446,4.0,5.308127572016462,16.0,7.229542206445069,True,0.0,0.0194174757281553,0.1067961165048543,0.0,0.087378640776699,0.029126213592233,0.25,0.4271844660194174,0.1553398058252427,0.6699029126213593,0.0,0.75,1.130403470333416,0.087378640776699,4.0,26.0,10.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 3,Fernando Sor,1,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 3 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 3 by Fernando Sor.musicxml,,0.0,0.0,0,2.1043478260869564,0.9565217391304348,0.4869565217391304,0.6260869565217392,3,0.0,1.0,116,150.0,4.762173934797756,1.7413793103448276,3.5,0.0,0.3362068965517241,0.0,0.0,0.0,0.0,0.3304347826086956,4.0,0.9359850708905868,2.0860832925278894,1.9114343769326512,0.008695652173913,0.0,4.0,1.4375,0.0,0.0,2.9217391304347826,8.0,1.2473118279569892,True,0.0,0.0,0.0,,0.0,0.0,1.0,0.6347826086956522,0.1826086956521739,1.0,0.0,0.5,1.2007885381010022,0.0,2.0,11.0,1.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 4,Fernando Sor,1,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 4 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 4 by Fernando Sor.musicxml,,0.0,0.0,0,1.5725806451612905,0.8387096774193549,0.4112903225806452,0.5483870967741935,3,0.0,1.0,125,150.0,4.836281906951478,1.536,3.0,0.0,0.296,0.0,0.0,0.0,0.0,0.2419354838709677,4.0,1.0863774302311848,2.045713442404688,2.141946792943626,0.1370967741935483,0.0,4.0,2.0625,0.0,0.0,3.360215053763441,16.0,1.7667844522968197,True,0.0,0.0,0.0,,0.0,0.0,0.5,0.3486238532110092,0.2201834862385321,1.0,1.0,0.75,1.2685616830264537,0.0,4.0,11.0,1.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 5,Fernando Sor,2,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 5 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 5 by Fernando Sor.musicxml,,0.0,2.5,5,1.6956521739130437,0.8009478672985783,0.7286432160804021,1.5072463768115942,5,0.0,1.0192307692307692,212,120.0,5.3612921657094255,1.19811320754717,3.0,0.0047169811320754,0.4669811320754717,4.5,0.0192307692307692,2.75,0.75,0.251207729468599,5.0,1.17198804415206,2.018755229857068,2.238851975281134,0.038647342995169,5.0,5.0,2.0625,5.0,9.0,3.256038647342995,10.0,1.823433950016228,True,0.0,0.0,0.0,,0.0,0.0,0.5,0.9278846153846154,0.2451923076923076,0.9903846153846154,0.0,1.0,1.041385072439559,0.0,2.0,12.0,2.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 6,Fernando Sor,2,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 6 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 6 by Fernando Sor.musicxml,,0.0,0.4,2,1.3923076923076922,0.7304964539007093,0.7339449541284404,1.3692307692307693,5,0.0,1.083969465648855,142,70.0,4.962844630259907,1.1267605633802815,3.0,0.0,0.4577464788732394,1.0999999999999996,0.0839694656488549,2.363636363636364,0.9090909090909092,0.2,4.0,1.084833584161849,1.8676355303183267,2.335354623477849,0.0538461538461538,1.0,4.0,2.3125,0.8,2.2,3.2153846153846155,48.0,2.423994710584841,True,0.0,0.0,0.0,,0.0310077519379844,0.0155038759689922,0.5,0.9844961240310076,0.2093023255813953,0.937984496124031,0.0,0.3125,0.9062186043192304,0.0,3.0,16.0,4.0
1,Einleitende Etuden (Introductory Studies); Op. 60 no. 9,Fernando Sor,3,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 9 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 9 by Fernando Sor.musicxml,,0.0,2.0,5,1.576271186440678,0.7364341085271318,0.9375,1.2033898305084745,4,0.0,1.092436974789916,130,120.0,4.875197323201151,1.0615384615384615,3.0,0.0153846153846153,0.5384615384615384,4.2,0.0924369747899159,1.3636363636363635,0.7272727272727273,0.2966101694915254,5.5,1.2865456289115724,1.911479177004024,2.011627389106459,0.0,4.0,5.35,2.25,4.0,8.4,3.042372881355932,11.0,2.290593656817565,True,0.0,0.0,0.0,,0.0168067226890756,0.0168067226890756,0.5,0.9411764705882352,0.3697478991596639,0.9495798319327732,0.0,0.5,1.0519211077185162,0.0,2.0,13.0,4.0
1,El Amable,Jose Ferrer,4,2,II,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Amable by Jose Ferrer.pdf,,,,verified_pieces/pdf/xml/El Amable by Jose Ferrer.musicxml,,0.0278745644599303,0.4545454545454545,9,2.377622377622377,0.4855233853006681,0.3039215686274509,0.7552447552447552,5,0.0,1.56794425087108,450,84.0,6.111467339502679,1.991111111111111,3.0,0.0288888888888888,0.3244444444444444,1.0,0.4564459930313589,1.8396946564885497,0.2900763358778626,0.1678321678321678,22.0,4.589266177057235,2.087745850977228,2.454035232158194,0.1503496503496503,3.0,21.816666666666663,4.625,0.8833333333333333,4.0,5.507825507825508,88.0,5.655911125386662,True,0.0,0.0,0.0,0.0625,0.1992481203007518,0.056390977443609,0.5,0.6654135338345865,0.1954887218045112,0.5488721804511278,0.0,2.75,1.1915543227844687,0.056390977443609,5.0,32.0,11.0
1,El Decameron Negro: I. La Arpa Del Guerrero,Leo Brouwer,12,7,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Decameron Negro by Leo Brouwer.pdf,,,,verified_pieces/pdf/xml/El Decameron Negro by Leo Brouwer.musicxml,,0.0,1.8235294117647056,4,2.134172387490465,0.6545820745216515,0.6035578144853876,1.0812356979405031,5,0.0,1.136,994,200.0,6.902742737158593,3.754527162977867,8.0,0.2193158953722334,0.2293762575452716,3.0,0.0594285714285714,3.4615384615384617,0.5384615384615384,0.3821510297482837,11.0,2.141894692418359,3.325483857480762,2.4421216127521927,0.1327231121281464,3.0,10.0,3.125,2.2133333333333334,4.0,4.181432748538011,96.0,2.171507692307692,True,0.0,0.0,0.0,0.0,0.0036496350364963,0.0012165450121654,0.5,0.9038929440389294,0.1532846715328467,0.9452554744525548,0.0,4.3125,1.2985726784950762,0.0182481751824817,10.0,36.0,17.0
1,El Marabino (Valse Venezolano),Antonio Lauro,12,5,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Marabino by Antonio Lauro.pdf,,,,verified_pieces/pdf/xml/El Marabino by Antonio Lauro.musicxml,,0.024390243902439,0.7931034482758621,3,2.1877551020408164,0.6224188790560472,0.65,0.9387755102040816,4,0.0,1.3821138211382114,340,156.0,5.831882477283517,3.194117647058824,7.0,0.1705882352941176,0.2676470588235294,2.0,0.2560975609756097,2.746031746031746,0.5555555555555556,0.3142857142857143,10.5,2.206593848373624,2.9681915694522454,2.444691424165865,0.0448979591836734,3.0,10.491666666666667,2.875,1.1695906432748535,4.0,4.228798185941042,64.0,3.165768078733419,True,0.0,0.0,0.0084388185654008,0.0,0.0548523206751054,0.0379746835443038,0.5,0.7848101265822784,0.1687763713080168,0.8016877637130801,0.0,1.1875,1.2075717267140509,0.0295358649789029,4.0,33.0,12.0
1,Endecha,Francisco Tarrega,6,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-endecha.pdf,,,,verified_pieces/pdf/xml/tarrega-endecha.musicxml,,0.074074074074074,1.3333333333333333,3,1.7767295597484274,0.4,0.2941176470588235,0.1698113207547169,1,0.0,2.240740740740741,121,55.0,4.804021044733257,5.1735537190082646,10.0,0.4380165289256198,0.1322314049586777,3.0,0.5555555555555556,3.1333333333333333,0.8333333333333334,0.2264150943396226,5.666666666666667,1.372152433997085,3.369645573498098,2.484200111312298,0.0754716981132075,1.7692307692307692,5.324999999999999,4.625,2.2988505747126435,4.399999999999999,3.317610062893082,11.333333333333334,8.88949605343048,True,0.0,0.02,0.0,0.2142857142857142,0.12,0.1,0.5,0.74,0.12,0.5,1.0,1.25,1.256375903274347,0.22,5.0,25.0,11.0
1,Entree De Luth,Robert Ballard,11,6,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Entree de luth by Robert Ballard.pdf,,,,verified_pieces/pdf/xml/Entree de luth by Robert Ballard.musicxml,,0.0196078431372549,1.2456140350877194,4,2.24561403508772,0.5384615384615384,0.6,0.6644736842105263,4,0.0,1.7058823529411764,261,63.0,5.568344503761097,3.367816091954023,8.0,0.21455938697318,0.2758620689655172,3.0,0.4052287581699346,2.870967741935484,0.8709677419354839,0.3026315789473684,12.0,2.208659969919995,3.053316941504593,2.4326845951901204,0.0131578947368421,2.0,10.299999999999995,3.125,1.6754385964912282,4.0,3.6025219298245608,20.0,4.122549019607843,True,0.0,0.0,0.0,0.0,0.119205298013245,0.1854304635761589,0.5,0.5827814569536424,0.1589403973509933,0.6026490066225165,1.0,1.75,1.1825433386580513,0.1390728476821192,5.0,41.0,9.0
1,Escala y Preludio,Agustin Barrios Mangore,7,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-escala.pdf,,,,verified_pieces/pdf/xml/barrios-escala.musicxml,,0.0058309037900874,0.95,4,1.7383040935672514,0.7741116751269036,0.5864661654135338,0.7397660818713451,4,0.0,1.151603498542274,395,90.0,5.981414211254481,5.243037974683545,10.0,0.3873417721518987,0.1012658227848101,3.0,0.1166180758017492,3.2,0.9,0.2339181286549707,8.5,1.3036198100985918,3.4047788224977094,2.474284559805685,0.0058479532163742,2.0,5.349999999999994,5.125,3.4615384615384617,12.0,7.097953216374269,64.0,5.169129340047707,True,0.0,0.0,0.0029239766081871,1.0,0.0,0.0350877192982456,0.25,0.97953216374269,0.175438596491228,0.8830409356725146,1.0,1.9375,1.6456084220289977,0.0,5.0,31.0,8.0
1,Estilo Uruguayo,Agustin Barrios Mangore,7,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estilo Uruguayo by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Estilo Uruguayo by Agustin Barrios Mangore.musicxml,,0.0180722891566265,1.0847457627118644,3,1.451560926485398,0.5088062622309197,0.2,0.4984894259818731,3,0.0,1.5421686746987953,512,94.0,6.240275845170769,3.669921875,8.0,0.189453125,0.150390625,2.0,0.3614457831325301,1.9583333333333333,0.6,0.1812688821752265,10.0,1.335277439880614,3.1401398136144647,2.437624519815456,0.1933534743202417,1.8571428571428568,6.999999999999989,4.6875,2.687220187220187,4.0,5.994566729007817,64.0,5.077751520551661,True,0.0,0.0111111111111111,0.0074074074074074,0.125,0.0629629629629629,0.1555555555555555,0.5,0.3851851851851852,0.1222222222222222,0.6407407407407407,1.0,1.8125,1.5455860573443445,0.0518518518518518,10.0,50.0,14.0
1,Estudio de Concierto,Agustin Barrios Mandore,8,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio De Concierto by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Estudio De Concierto by Agustin Barrios Mangore.musicxml,gaps_v1/musicxml/barrios-estudio-concierto2.xml,0.0,2.5,3,1.464945424013434,0.78625,0.8409090909090909,1.0025188916876575,4,0.0,1.0075471698113208,801,120.0,6.687108607866515,4.119850187265918,7.0,0.1672908863920099,0.0724094881398252,2.9,0.0025157232704402,3.5,1.0,0.1335012594458438,10.0,1.348438204131132,3.151883784050121,2.43724960823206,0.0025188916876574,3.0,9.933333333333334,4.1875,3.0,3.0,5.814441645675902,40.0,4.0151506617854125,True,0.0,0.0,0.0,0.0,0.0012578616352201,0.0,0.25,0.9962264150943396,0.1685534591194968,0.99874213836478,0.0,1.75,1.1184950060640846,0.0012578616352201,3.0,13.0,2.0
